sample_uid,pass1_success,final_success,pass1_est_x_m,pass1_est_y_m,pass1_est_heading_deg,final_est_x_m,final_est_y_m,final_est_heading_deg,gt_x_m,gt_y_m,gt_heading_deg,pass1_position_error_m,final_position_error_m,position_error_change_m,pass1_abs_heading_error_deg,final_abs_heading_error_deg,heading_error_change_deg,rejected_count,rejected_tag_ids,rejected_observation_uids,robust_passes
main29_s001,True,True,1.9994055557496915,1.0209733618750128,59.84539038080398,2.0195738804256207,0.9947736691711235,59.56584636309344,2.0,1.0,60.0,0.020981784297503473,0.02025959843751503,-0.0007221858599884418,0.15460961919603733,0.43415363690655795,0.2795440177105206,1,38,main29_s001_o004,2
main29_s002,True,True,2.044869486301535,2.0068581142419535,70.83746109187922,2.044869486301535,2.0068581142419535,70.83746109187922,2.0,2.0,70.0,0.04539057756758896,0.04539057756758896,0.0,0.83746109187922,0.83746109187922,0.0,0,,,1
main29_s003,True,True,1.993703513902866,2.9853129655520743,262.9423867973766,1.993703513902866,2.9853129655520743,262.9423867973766,2.0,3.0,265.0,0.015979822215718125,0.015979822215718125,0.0,2.057613202623372,2.057613202623372,0.0,0,,,1
main29_s004,True,True,1.9696875138101972,4.024211753777453,288.7025051403798,1.9762128152617893,3.995163991920451,289.07457768722395,2.0,4.0,290.0,0.03879504916850857,0.024273795169178422,-0.014521253999330151,1.2974948596202012,0.9254223127760497,-0.3720725468441515,1,47,main29_s004_o022,2
main29_s005,True,True,3.008290507788217,2.011598774849408,65.87843076282364,3.008290507788217,2.011598774849408,65.87843076282364,3.0,2.0,65.0,0.014257071837994803,0.014257071837994803,0.0,0.8784307628236547,0.8784307628236547,0.0,0,,,1
main29_s006,True,True,3.0028631425454817,2.982221990453088,263.67589433493276,3.0028631425454817,2.982221990453088,263.67589433493276,3.0,3.0,265.0,0.018007087734718284,0.018007087734718284,0.0,1.3241056650672363,1.3241056650672363,0.0,0,,,1
main29_s007,True,True,2.9325923377092122,4.007189304260694,276.6141989646062,2.9325923377092122,4.007189304260694,276.6141989646062,3.0,4.0,280.0,0.06778996261439983,0.06778996261439983,0.0,3.385801035393797,3.385801035393797,0.0,0,,,1
main29_s008,True,True,3.964260730378106,0.9703345101999387,116.82263522766391,3.964260730378106,0.9703345101999387,116.82263522766391,4.0,1.0,115.0,0.046447138536017334,0.046447138536017334,0.0,1.822635227663909,1.822635227663909,0.0,0,,,1
main29_s009,True,True,3.9717830858644163,2.0066177260002616,65.81100677768683,3.9717830858644163,2.0066177260002616,65.81100677768683,4.0,2.0,65.0,0.02898255580085098,0.02898255580085098,0.0,0.8110067776868277,0.8110067776868277,0.0,0,,,1
main29_s010,True,True,3.929818422408836,2.983905888844168,254.87793954071688,3.929818422408836,2.983905888844168,254.87793954071688,4.0,3.0,250.0,0.07200329330718738,0.07200329330718738,0.0,4.877939540716881,4.877939540716881,0.0,0,,,1
main29_s011,True,True,4.012044255963232,3.9499509509336312,220.26846953763257,4.012044255963232,3.9499509509336312,220.26846953763257,4.0,4.0,220.0,0.05147787305392138,0.05147787305392138,0.0,0.2684695376325692,0.2684695376325692,0.0,0,,,1
main29_s012,True,True,4.957764745908701,0.9791887187618357,116.65438418693695,4.957764745908701,0.9791887187618357,116.65438418693695,5.0,1.0,115.0,0.047084244869494855,0.047084244869494855,0.0,1.6543841869369658,1.6543841869369658,0.0,0,,,1
main29_s013,True,True,4.892661421450725,1.9608057879777023,115.201375260104,4.952570511257534,1.975387361032223,115.44912085426442,5.0,2.0,115.0,0.11427054170269618,0.053435366559329074,-0.06083517514336711,0.20137526010398688,0.4491208542644358,0.24774559416044895,1,40,main29_s013_o084,2
main29_s014,True,True,4.983049527284636,2.992689909491706,245.79358603940074,4.983049527284636,2.992689909491706,245.79358603940074,5.0,3.0,245.0,0.018459576065385636,0.018459576065385636,0.0,0.7935860394007364,0.7935860394007364,0.0,0,,,1
main29_s015,True,True,5.005582677095542,3.9710105966711438,245.51095525029203,5.005582677095542,3.9710105966711438,245.51095525029203,5.0,4.0,245.0,0.029522055973732402,0.029522055973732402,0.0,0.510955250292028,0.510955250292028,0.0,0,,,1
main29_s016,True,True,6.01559631725385,2.031603657211522,66.25965404958106,6.01559631725385,2.031603657211522,66.25965404958106,6.0,2.0,65.0,0.035242534826912524,0.035242534826912524,0.0,1.2596540495810586,1.2596540495810586,0.0,0,,,1
main29_s017,True,True,6.074153468639702,4.003272864499024,261.62740344193867,6.074153468639702,4.003272864499024,261.62740344193867,6.0,4.0,260.0,0.07422565966920235,0.07422565966920235,0.0,1.627403441938668,1.627403441938668,0.0,0,,,1
main29_s018,True,True,7.025703811571521,1.0606603376663302,26.1312944788285,7.025703811571521,1.0606603376663302,26.1312944788285,7.0,1.0,25.0,0.0658814275429537,0.0658814275429537,0.0,1.1312944788284938,1.1312944788284938,0.0,0,,,1
main29_s019,True,True,6.997102550092345,2.0291017840348147,60.608838468490596,6.997102550092345,2.0291017840348147,60.608838468490596,7.0,2.0,60.0,0.029245667200054854,0.029245667200054854,0.0,0.6088384684906032,0.6088384684906032,0.0,0,,,1
main29_s020,True,True,6.992235220685967,2.9811270613481327,250.91409310939972,6.992235220685967,2.9811270613481327,250.91409310939972,7.0,3.0,250.0,0.020407832103209275,0.020407832103209275,0.0,0.9140931093997153,0.9140931093997153,0.0,0,,,1
main29_s021,True,True,7.045801950814445,4.022435084324742,297.0741747959151,7.045801950814445,4.022435084324742,297.0741747959151,7.0,4.0,295.0,0.05100148730250031,0.05100148730250031,0.0,2.0741747959150985,2.0741747959150985,0.0,0,,,1
main29_s022,True,True,8.014082047188415,1.02389860503187,40.00736942353211,8.00988835216551,1.032811141547421,39.783290194019685,8.0,1.0,40.0,0.027738914461205355,0.03426879802668941,0.006529883565484056,0.007369423532111341,0.2167098059803152,0.20934038244820385,1,55,main29_s022_o138,2
main29_s023,True,True,7.951210774030125,2.017443456192426,110.5583339897969,7.951210774030125,2.017443456192426,110.5583339897969,8.0,2.0,110.0,0.051813731140274155,0.051813731140274155,0.0,0.5583339897968926,0.5583339897968926,0.0,0,,,1
main29_s024,True,True,7.98347690714046,2.991733128007653,250.56926894012372,7.98347690714046,2.991733128007653,250.56926894012372,8.0,3.0,250.0,0.018475761694253134,0.018475761694253134,0.0,0.5692689401237203,0.5692689401237203,0.0,0,,,1
main29_s025,True,True,7.990731576362204,4.038312632234476,310.0305807903314,8.021962613832894,4.059254243033821,310.40507528860707,8.0,4.0,310.0,0.039417781082448575,0.06319352596495885,0.023775744882510275,0.030580790331384833,0.40507528860706543,0.3744944982756806,1,55,main29_s025_o155,2
main29_s026,True,True,8.964032141674464,1.012785085423703,45.83249812994714,8.964032141674464,1.012785085423703,45.83249812994714,9.0,1.0,45.0,0.038172571852276786,0.038172571852276786,0.0,0.8324981299471403,0.8324981299471403,0.0,0,,,1
main29_s027,True,True,9.000209207489853,2.0390002404315424,88.34204872648672,9.000209207489853,2.0390002404315424,88.34204872648672,9.0,2.0,85.0,0.039000801549351816,0.039000801549351816,0.0,3.3420487264867234,3.3420487264867234,0.0,0,,,1
main29_s028,True,True,8.967090189479455,2.9975906702119155,293.6850564085652,8.967090189479455,2.9975906702119155,293.6850564085652,9.0,3.0,295.0,0.03299788627360735,0.03299788627360735,0.0,1.314943591434826,1.314943591434826,0.0,0,,,1
main29_s029,True,True,9.039724701215503,4.031431217897485,246.20693139799928,9.039724701215503,4.031431217897485,246.20693139799928,9.0,4.0,245.0,0.05065543746904371,0.05065543746904371,0.0,1.2069313979992842,1.2069313979992842,0.0,0,,,1
repeat10_s001,True,True,1.974212351527914,1.0208303362737317,60.52277629334132,1.974212351527914,1.0208303362737317,60.52277629334132,2.0,1.0,60.0,0.03314974695222608,0.03314974695222608,0.0,0.5227762933413374,0.5227762933413374,0.0,0,,,1
repeat10_s002,True,True,2.005049700088603,3.9766920347281416,288.33967456677453,2.005049700088603,3.9766920347281416,288.33967456677453,2.0,4.0,290.0,0.02384870470484711,0.02384870470484711,0.0,1.6603254332254664,1.6603254332254664,0.0,0,,,1
repeat10_s003,True,True,3.935941745945589,2.972422647328055,251.46443581833188,3.935941745945589,2.972422647328055,251.46443581833188,4.0,3.0,250.0,0.06974217011889072,0.06974217011889072,0.0,1.4644358183318786,1.4644358183318786,0.0,0,,,1
repeat10_s004,True,True,4.040254237708333,3.9722296895595792,218.41860878796498,4.040254237708333,3.9722296895595792,218.41860878796498,4.0,4.0,220.0,0.04890392413126296,0.04890392413126296,0.0,1.5813912120350153,1.5813912120350153,0.0,0,,,1
repeat10_s005,True,True,4.938445732363614,1.041209871090881,115.5628910831867,4.938445732363614,1.041209871090881,115.5628910831867,5.0,1.0,115.0,0.07407551106525607,0.07407551106525607,0.0,0.5628910831866847,0.5628910831866847,0.0,0,,,1
repeat10_s006,True,True,4.936602057066916,2.0120912848626835,114.74012663882601,5.007279288955064,2.0278289387450465,115.03241090178017,5.0,2.0,115.0,0.06454067196564585,0.028765219960342186,-0.03577545200530366,0.2598733611739874,0.03241090178016748,-0.22746245939381993,1,40,repeat10_s006_o037,2
repeat10_s007,True,True,6.036481887331595,2.003903325475907,64.89398741534171,6.036481887331595,2.003903325475907,64.89398741534171,6.0,2.0,65.0,0.03669010838149788,0.03669010838149788,0.0,0.10601258465828778,0.10601258465828778,0.0,0,,,1
repeat10_s008,True,True,6.0078987116987115,3.9849048315027202,260.6368224251913,6.0078987116987115,3.9849048315027202,260.6368224251913,6.0,4.0,260.0,0.017036835341712644,0.017036835341712644,0.0,0.6368224251913261,0.6368224251913261,0.0,0,,,1
repeat10_s009,True,True,7.050550700286978,0.9912278681344756,25.187204598896816,7.050550700286978,0.9912278681344756,25.187204598896816,7.0,1.0,25.0,0.051306175037416614,0.051306175037416614,0.0,0.1872045988968125,0.1872045988968125,0.0,0,,,1
repeat10_s010,True,True,9.011569680083852,3.979006075164711,244.39188232167538,9.011569680083852,3.979006075164711,244.39188232167538,9.0,4.0,245.0,0.02397086517488365,0.02397086517488365,0.0,0.6081176783246178,0.6081176783246178,0.0,0,,,1
