sample_uid,observation_uid,tag_id,camera_role,sample_observation_count,retained_observation_count,candidate_fit_success,current_stage5_rejected,current_stage5_survived,gt_distance_error_m,gt_abs_distance_error_m,gt_angle_error_deg,gt_abs_angle_error_deg,gt_distance_villain_gt8cm,gt_angle_villain_gt8deg,gt_any_da_villain,holdout_fit_x_m,holdout_fit_y_m,holdout_fit_heading_deg,heldout_predicted_distance_m,heldout_distance_residual_m,heldout_normalized_distance_residual,heldout_predicted_angle_deg,heldout_angle_residual_deg,heldout_normalized_angle_residual,heldout_H_score,retained_C_rms,retained_C_max,H_over_C,H_minus_C,H_over_1plus_C,sample_rank_heldout_H_score,sample_rank_H_over_C,sample_rank_H_minus_C,sample_rank_H_over_1plus_C,global_rank_heldout_H_score,global_percentile_heldout_H_score,global_rank_H_over_C,global_percentile_H_over_C,global_rank_H_minus_C,global_percentile_H_minus_C,global_rank_H_over_1plus_C,global_percentile_H_over_1plus_C
main29_s001,main29_s001_o002,36,front,5,4,True,N,Y,-0.019,0.019,-2.8,2.8,N,N,N,2.0104174520078053,1.021395883999996,60.48597084351276,4.4274442457024055,-0.004555754297594916,-0.09111508595189832,4.872289641230367,3.372289641230367,1.3489158564921468,0.95600103210822,1.1182873946217102,1.2353895018618626,0.8548795566381325,-0.16228636251349027,0.4513084648171385,5,5,5,5,73,0.6288659793814433,142,0.2731958762886598,147,0.24742268041237114,97,0.5051546391752577
main29_s024,main29_s024_o149,51,front,4,3,True,N,Y,-0.004,0.004,-0.6,0.6,N,N,N,8.045134607774889,2.9771097714301953,250.608377740042,2.5496842094061978,-0.009315790593802387,-0.18631581187604773,-7.420012271562655,2.3799877284373565,0.9519950913749426,0.6859330272544893,0.5223719727400363,0.7209190302660223,1.313112232374402,0.16356105451445302,0.4505686123608247,2,2,2,2,107,0.45360824742268047,88,0.5515463917525774,92,0.5309278350515464,98,0.5
main29_s015,main29_s015_o096,46,front,5,4,True,N,Y,-0.052,0.052,0.0,0.0,N,N,N,5.0315440472736235,3.9733437689637583,245.84299517921244,4.504514351387818,0.04551435138781823,0.9102870277563646,7.768137130279456,1.3681371302794503,0.5472548521117802,0.7510360663980801,0.6799745279762635,0.9384358174682031,1.104506177067117,0.07106153842181662,0.4470520557849146,3,3,3,3,97,0.5051546391752577,111,0.4329896907216495,107,0.45360824742268047,99,0.4948453608247423
main29_s025,main29_s025_o156,56,front,4,3,True,N,Y,0.002,0.002,1.6,1.6,N,N,N,7.987526694351534,4.046594947524795,309.6494254479644,2.61697835175826,0.030978351758260025,0.6195670351652005,-21.737588086322603,-1.237588086322603,-0.4950352345290412,0.5607687555885312,0.2660008518615466,0.3219833720589528,2.1081464651865525,0.29476790372698464,0.4429450065250497,2,2,2,2,133,0.31958762886597936,49,0.7525773195876289,77,0.6082474226804124,100,0.4896907216494846
main29_s003,main29_s003_o018,38,rear,7,6,True,N,Y,0.013,0.013,0.7,0.7,N,N,N,2.0106494906374026,2.9862605577900894,262.3629734878273,2.217910053356655,-0.003089946643345165,-0.0617989328669033,8.41792226174394,-3.7820777382560493,-1.0697331262782133,0.7576767350131742,0.7398482184045984,1.494631520014303,1.0240975326628765,0.017828516608575873,0.4354843870851831,3,3,3,3,94,0.5206185567010309,122,0.37628865979381443,123,0.3711340206185567,101,0.48453608247422686
main29_s009,main29_s009_o058,47,rear,6,5,True,N,Y,-0.034,0.034,-1.3,1.3,N,N,N,3.9590349463440155,2.0201966383810217,65.77384645254301,1.8848216520561492,0.04582165205614919,0.9164330411229837,-13.485591990119929,0.71440800988006,0.2020650993280706,0.66358112662597,0.526470761710292,0.9938220321866988,1.2604330095564311,0.13711036491567807,0.43471591023628836,2,2,2,2,111,0.4329896907216495,93,0.5257731958762887,93,0.5257731958762887,102,0.47938144329896903
main29_s023,main29_s023_o142,32,front,5,4,True,N,Y,-0.044,0.044,3.0,3.0,N,N,N,7.969499017093538,2.0159506810300782,110.4454569882373,3.1525778732602214,0.032577873260221324,0.6515574652044265,28.09615293275425,-1.9038470672457493,-0.5384892686366362,0.5977030294805425,0.3759829587032915,0.5679622417550658,1.5897077663890142,0.22172007077725103,0.43438258133938673,2,2,2,2,128,0.34536082474226804,77,0.6082474226804124,85,0.5670103092783505,103,0.4742268041237113
repeat10_s008,repeat10_s008_o053,34,rear,6,5,True,N,Y,-0.028,0.028,0.1,0.1,N,N,N,6.026020626431396,3.972792579703946,260.38050272073144,1.2165900591020984,0.044590059102098456,0.8918011820419691,10.09750218643714,-1.3024978135628658,-0.3684020145803816,0.6822863741268533,0.5841245366334565,1.0766689348779623,1.168049502010552,0.0981618374933968,0.43070248477864753,3,3,3,3,108,0.44845360824742264,106,0.4587628865979382,103,0.4742268041237113,104,0.4690721649484536
repeat10_s003,repeat10_s003_o013,46,front,4,3,True,N,Y,-0.034,0.034,-0.5,0.5,N,N,N,3.9531974052805707,2.95940934775957,251.91273586449762,3.0973800191122995,-0.022619980887700564,-0.4523996177540113,6.915031306089077,2.015031306089071,0.8060125224356284,0.653575397512414,0.5368567788045777,0.7557086205342127,1.2174110923359007,0.11671861870783629,0.42526760237267414,3,2,2,2,114,0.41752577319587625,98,0.5,97,0.5051546391752577,105,0.4639175257731959
repeat10_s005,repeat10_s005_o029,41,front,7,6,True,N,Y,-0.064,0.064,4.4,4.4,N,N,N,4.939056307289356,1.0433985023660388,115.22969701176807,4.536010496284741,-0.010989503715258309,-0.18388956940008674,-29.768769942488916,-4.168769942488922,-1.179106198216228,0.8438325664508559,0.9920321366506873,1.5830009383740906,0.8506101115834968,-0.14819957019983143,0.42360389218902755,4,4,4,4,83,0.5773195876288659,143,0.2680412371134021,145,0.25773195876288657,106,0.4587628865979382
repeat10_s003,repeat10_s003_o015,35,rear,4,3,True,N,Y,0.07,0.07,0.2,0.2,N,N,N,3.9230841593750245,2.9820083017033263,252.1593191401307,2.6388495480436767,-0.010150451956323359,-0.15725012553327547,18.021522851599514,3.2215228515995022,0.9111842616453728,0.6538288616489999,0.5469799376177082,0.7675021482142037,1.1953434060061812,0.10684892403129165,0.4226485720660813,2,3,3,3,113,0.4226804123711341,103,0.4742268041237113,101,0.48453608247422686,107,0.45360824742268047
main29_s019,main29_s019_o119,32,front,4,3,True,N,Y,-0.032,0.032,0.1,0.1,N,N,N,6.967103089913523,2.0379672987903428,61.18956835144405,3.3971606178617346,0.010160617861734611,0.20321235723469222,-4.909312979049446,1.8906870209505655,0.7562748083802262,0.5537358792436282,0.31059803357187576,0.382392624786769,1.7828054893833953,0.24313784567175245,0.42250626436123084,2,2,2,2,135,0.30927835051546393,64,0.6752577319587629,82,0.5824742268041236,108,0.44845360824742264
main29_s021,main29_s021_o132,51,front,4,3,True,N,Y,-0.018,0.018,3.0,3.0,N,N,N,7.04557173033678,4.038360151399738,297.09295983522355,3.583968565890482,0.049968565890482264,0.9993713178096453,20.244283771987966,-0.05571622801204512,-0.02228649120481805,0.7068379299920207,0.6879823326080985,0.8445602194220009,1.0274070953427565,0.018855597383922174,0.4187472323243376,4,4,4,4,105,0.4639175257731959,121,0.38144329896907214,122,0.37628865979381443,109,0.44329896907216493
main29_s013,main29_s013_o080,36,front,6,5,True,N,Y,0.055,0.055,2.1,2.1,N,N,N,4.913834896151555,1.9835140326026541,115.56525830172495,2.7128176115794913,-0.051182388420508484,-1.0236477684101697,18.107722899705465,0.3077228997054533,0.12308915988218132,0.7290424181937638,0.7486835291956677,1.1796665716876888,0.9737658032586813,-0.01964111100190391,0.41690929549104716,4,4,4,4,100,0.4896907216494846,127,0.35051546391752575,128,0.34536082474226804,110,0.4381443298969072
main29_s002,main29_s002_o011,44,rear,6,5,True,N,Y,-0.003,0.003,3.2,3.2,N,N,N,2.033036440149135,2.019527691996849,70.65095948626445,1.4707113091997521,0.036711309199752185,0.7342261839950437,13.195992787323576,-1.8040072126764244,-0.5102502933571768,0.6322354985031323,0.5168707891549665,0.7604446672792174,1.2231983539576223,0.11536470934816578,0.41680247455707436,3,3,3,3,119,0.3917525773195877,97,0.5051546391752577,98,0.5,111,0.4329896907216495
main29_s013,main29_s013_o082,38,front,6,5,True,N,Y,-0.056,0.056,0.2,0.2,N,N,N,4.901818392459184,1.9589526501456158,115.65920033549224,3.894872971014598,0.03187297101459796,0.6374594202919592,-9.520491749795866,1.979508250204134,0.7918033000816536,0.7187861220624525,0.7414088505446376,1.1901703170792426,0.969486837841811,-0.02262272848218505,0.4127612661654081,5,5,5,5,101,0.48453608247422686,128,0.34536082474226804,129,0.3402061855670103,112,0.4278350515463918
main29_s002,main29_s002_o008,37,front,6,5,True,N,Y,-0.031,0.031,-1.3,1.3,N,N,N,2.0267110997158717,2.013555363106081,71.18475639434307,3.4906571804061763,0.006657180406176355,0.1331436081235271,7.593579452570793,2.1935794525707877,0.8774317810283151,0.6275403376447893,0.5217742325263325,0.7738392689894417,1.2027047303703697,0.10576610511845685,0.4123741381814536,4,4,4,4,120,0.38659793814432986,101,0.48453608247422686,102,0.47938144329896903,113,0.4226804123711341
repeat10_s010,repeat10_s010_o061,51,front,5,4,True,N,Y,-0.015,0.015,-2.0,2.0,N,N,N,9.038892001327532,3.971179224879908,244.9738790570352,3.806005783397479,0.003005783397479256,0.060115667949585117,-1.5263833968557492,2.6736166031442394,1.0694466412576957,0.7574067639090607,0.8473478031500361,1.1135583615366633,0.8938558182288107,-0.0899410392409754,0.4099968412107107,4,4,4,4,95,0.5154639175257731,138,0.2938144329896907,142,0.2731958762886598,114,0.41752577319587625
main29_s005,main29_s005_o028,37,front,5,4,True,N,Y,0.002,0.002,0.1,0.1,N,N,N,2.968156596799404,2.03676853279625,65.88000997198168,3.163686833370468,-0.03231316662953221,-0.6462633325906442,-13.070028345821413,1.429971654178587,0.5719886616714348,0.6102570458961718,0.488512418264852,0.8211921394804395,1.2492150108767854,0.12174462763131982,0.40997779958567226,2,2,2,2,123,0.3711340206185567,94,0.5206185567010309,96,0.5103092783505154,115,0.41237113402061853
main29_s014,main29_s014_o093,34,rear,6,5,True,N,Y,0.05,0.05,0.3,0.3,N,N,N,5.037816588791379,2.980616485956608,245.36368662125045,2.5490250164947184,-0.05497498350528174,-0.8516687822959343,8.139392032041087,-0.8606079679589129,-0.34424318718356517,0.6495548809222123,0.5943074223581379,1.097414876612269,1.0929610778624625,0.055247458564074314,0.4074213491156282,3,3,3,3,115,0.41237113402061853,112,0.4278350515463918,112,0.4278350515463918,116,0.4072164948453608
repeat10_s002,repeat10_s002_o006,45,front,5,4,True,N,Y,-0.045,0.045,-0.2,0.2,N,N,N,2.001788773703068,3.9824460324415623,288.01400908703454,3.8454516622115267,0.026451662211526727,0.5290332442305345,23.12835142522738,-1.7716485747726267,-0.7086594299090507,0.6253296575007878,0.5546784333985751,0.8852326815059689,1.127373302887089,0.0706512241022127,0.40222443694275595,2,2,2,2,121,0.38144329896907214,109,0.44329896907216493,108,0.44845360824742264,117,0.4020618556701031
main29_s028,main29_s028_o171,55,front,4,3,True,N,Y,0.007,0.007,0.2,0.2,N,N,N,9.005632920673683,3.016225307679447,292.7567560970321,1.7856919711177077,0.0006919711177078014,0.013839422354156028,-23.64064389124269,-2.040643891242695,-0.816257556497078,0.5772642064729447,0.4438869208696786,0.5830236343045183,1.3004758178996325,0.13337728560326612,0.3997987641062974,3,3,3,3,130,0.3350515463917526,89,0.5463917525773196,95,0.5154639175257731,118,0.3969072164948454
main29_s013,main29_s013_o081,37,front,6,5,True,N,Y,0.011,0.011,0.3,0.3,N,N,N,4.8942143876733235,1.96655742831213,115.67875908719431,3.421648622375005,-0.02035137762499506,-0.4070275524999012,3.830214279206018,2.2302142792060238,0.8920857116824095,0.69335717544494,0.7457359458433536,1.0616795471573237,0.9297623097151656,-0.05237877039841354,0.39717185012764555,6,6,6,6,106,0.4587628865979382,134,0.31443298969072164,132,0.32474226804123707,119,0.3917525773195877
main29_s016,main29_s016_o102,33,front,6,5,True,N,Y,-0.042,0.042,0.1,0.1,N,N,N,5.979678066983727,2.0421509808322584,66.47058862634766,3.4056375813506823,0.012637581350682492,0.25275162701364984,0.9533946603316394,2.0533946603316338,0.8213578641326535,0.6076644328618394,0.5304255155690065,1.0368194540397389,1.145616896294998,0.07723891729283283,0.39705586889402583,2,2,2,2,125,0.3608247422680413,108,0.44845360824742264,105,0.4639175257731959,120,0.38659793814432986
repeat10_s009,repeat10_s009_o057,56,front,4,3,True,N,Y,-0.053,0.053,-1.4,1.4,N,N,N,7.025977451229234,1.0205466932490233,24.9961406855536,3.665956950799202,0.019956950799202122,0.39913901598404244,-2.7589786753848955,1.4410213246150931,0.5764085298460373,0.495761408018,0.25086317256385804,0.3170139242686731,1.9762223484270187,0.24489823545414197,0.39633544171090446,3,3,3,3,144,0.2628865979381443,52,0.7371134020618557,81,0.5876288659793815,121,0.38144329896907214
main29_s020,main29_s020_o126,49,front,6,5,True,N,Y,0.018,0.018,0.5,0.5,N,N,N,7.002034297541983,2.969045782140194,250.98163114953465,3.202916631429749,-0.04408336857025086,-0.8816673714050172,9.396410189672793,0.7964101896727982,0.3185640758691193,0.6628802396491309,0.6732895925997978,0.9621394188798404,0.9845395605916425,-0.010409352950666917,0.3961539249277292,5,4,4,4,112,0.4278350515463918,125,0.3608247422680413,125,0.3608247422680413,122,0.37628865979381443
main29_s020,main29_s020_o130,33,rear,6,5,True,N,Y,0.046,0.046,-0.9,0.9,N,N,N,6.9916599537652,2.9878446639785246,251.2105367361109,2.1698139954019235,-0.0331860045980763,-0.663720091961526,-8.242033192733345,2.3579668072666493,0.6669337276924163,0.6653288501211708,0.6813886968941516,0.9422171310086093,0.9764307115069807,-0.01605984677298078,0.3957019880948178,4,5,5,5,110,0.4381443298969072,126,0.35567010309278346,126,0.35567010309278346,123,0.3711340206185567
repeat10_s002,repeat10_s002_o009,48,front,5,4,True,N,Y,-0.063,0.063,-2.1,2.1,N,N,N,1.9953933759528528,3.9821814617691347,288.40978913520144,4.57767503084326,0.05067503084325953,0.8479554529987322,-14.800241022556179,0.2997589774438154,0.11990359097752616,0.605559791184814,0.5564343925641799,0.8630008323707358,1.0882860572191677,0.04912539862063403,0.3890686263923865,3,3,3,3,126,0.35567010309278346,114,0.41752577319587625,115,0.41237113402061853,124,0.365979381443299
main29_s012,main29_s012_o074,38,front,6,5,True,N,Y,-0.024,0.024,0.1,0.1,N,N,N,4.959217051874628,0.9744275128129521,117.0409621300259,4.7611005652138845,0.026100565213884153,0.43674599168805367,-1.8488184547856008,2.551181545214405,1.020472618085762,0.7848921663255376,1.0215398808936267,1.5420966755052825,0.7683421675509394,-0.23664771456808908,0.3882644976455147,6,6,6,6,91,0.5360824742268041,148,0.24226804123711343,157,0.19587628865979378,125,0.3608247422680413
main29_s019,main29_s019_o123,49,rear,4,3,True,N,Y,0.037,0.037,0.0,0.0,N,N,N,6.963305777944684,2.033115597341379,60.449548316517806,2.3746637709949248,-0.03333622900507516,-0.6667245801015032,8.582172663907386,-0.7178273360926255,-0.2871309344370502,0.51330587334562,0.32698765182323336,0.4011261038702593,1.569802010820606,0.18631822152238658,0.38682038422916454,3,4,4,3,139,0.28865979381443296,78,0.6030927835051547,88,0.5515463917525774,126,0.35567010309278346
main29_s028,main29_s028_o170,54,front,4,3,True,N,Y,0.004,0.004,-2.7,2.7,N,N,N,9.026007410144109,3.0299106168768706,293.4410722703859,2.6392316372008287,0.008231637200828867,0.16463274401657735,-6.998526737923953,1.9014732620760526,0.7605893048304211,0.5502726737831214,0.4358436508312838,0.5534841245191818,1.262546036253109,0.1144290229518376,0.38323996729347254,4,4,4,4,136,0.3041237113402062,92,0.5309278350515464,99,0.4948453608247423,127,0.35051546391752575
main29_s019,main29_s019_o124,50,rear,4,3,True,N,Y,0.006,0.006,-1.1,1.1,N,N,N,6.996074432906019,2.0367933290324856,60.86381144000008,1.7716555664308045,0.027655566430804468,0.5531113286160894,-10.963148874683384,1.5368511253166162,0.43468714095422234,0.4974359518342093,0.30908939645977557,0.4040709346875724,1.609359484769465,0.18834655537443373,0.3799862356073205,4,3,3,4,143,0.2680412371134021,74,0.6237113402061856,87,0.5567010309278351,128,0.34536082474226804
main29_s015,main29_s015_o097,47,front,5,4,True,N,Y,-0.013,0.013,-0.7,0.7,N,N,N,5.021760134907104,3.963726921263446,246.02197634633893,4.0701137585379445,-0.012886241462055636,-0.25772482924111273,-3.5227280599652886,2.1772719400347,0.8709087760138801,0.6422243314237461,0.697276678359461,0.8820023745607066,0.9210466251857999,-0.055052346935714924,0.37838517409224154,4,4,4,4,116,0.4072164948453608,135,0.30927835051546393,134,0.31443298969072164,129,0.3402061855670103
main29_s022,main29_s022_o138,55,front,5,4,True,N,Y,-0.03,0.03,1.9,1.9,N,N,N,8.026951428438153,1.017711548495224,39.646787224477976,2.3515257355789347,-0.0014742644210654632,-0.029485288421309264,22.80784654541509,-2.092153454584917,-0.8368613818339667,0.5921175367434848,0.5841931811714798,0.8746046228240695,1.01356461497225,0.007924355572004993,0.3737659925449404,3,3,3,3,129,0.3402061855670103,124,0.365979381443299,124,0.365979381443299,130,0.3350515463917526
main29_s024,main29_s024_o148,50,front,4,3,True,N,Y,-0.022,0.022,0.4,0.4,N,N,N,8.056615035206264,2.9869232586655645,249.92034923677974,3.109229226165055,0.03922922616505531,0.7845845233011062,11.55366983470799,0.5536698347079891,0.22146793388319566,0.5764637542561178,0.5550494113008215,0.7963828807025872,1.0385809668820463,0.021414342955296317,0.37070446126460865,3,3,3,3,131,0.3298969072164949,118,0.3969072164948454,120,0.38659793814432986,131,0.3298969072164949
repeat10_s006,repeat10_s006_o034,37,front,6,5,True,N,Y,-0.033,0.033,-1.2,1.2,N,N,N,4.927592705448151,2.010942539471529,115.11236212367518,3.393180015524107,-0.0058199844758930475,-0.11639968951786095,2.452581190470511,2.3525811904705165,0.9410324761882066,0.6704815467113029,0.8166666239760827,1.3904225808719222,0.8209978552165479,-0.1461850772647798,0.3690724197067266,4,4,4,4,109,0.44329896907216493,145,0.25773195876288657,144,0.2628865979381443,132,0.32474226804123707
main29_s007,main29_s007_o043,47,front,6,5,True,N,Y,0.035,0.035,-5.7,5.7,N,N,N,2.944429588860466,4.006622081032611,276.871656651187,3.902550395819692,-0.020449604180308167,-0.40899208360616335,-2.3587673309157253,1.741232669084269,0.6964930676337076,0.5711291962920138,0.550581822286619,0.7742996059388876,1.0373193831936904,0.020547374005394747,0.3683321886553387,4,4,4,4,132,0.32474226804123707,119,0.3917525773195877,121,0.38144329896907214,133,0.31958762886597936
main29_s011,main29_s011_o067,45,front,5,4,True,N,Y,-0.076,0.076,0.7,0.7,N,N,N,4.028805458263911,3.9448964245959393,220.23410225073252,4.455467239624373,0.04346723962437338,0.8693447924874675,-18.524312560593557,0.17568743940643117,0.07027497576257247,0.6167247929358395,0.6777515443894341,1.0540427116582334,0.9099570455297571,-0.061026751453594597,0.3675900612329804,4,4,4,4,122,0.37628865979381443,136,0.3041237113402062,137,0.2989690721649485,134,0.31443298969072164
main29_s023,main29_s023_o144,34,front,5,4,True,N,Y,-0.051,0.051,-0.2,0.2,N,N,N,7.9740895577590845,2.0194284727816547,110.97893864572899,3.4652880905443717,0.02228809054437164,0.44576181088743283,-4.769596834251729,1.4304031657482597,0.5721612662993039,0.5128704059988577,0.4016494918332357,0.6002328841473732,1.2769103818804302,0.11122091416562202,0.365904892048345,3,3,3,3,140,0.28350515463917525,90,0.5412371134020619,100,0.4896907216494846,135,0.30927835051546393
main29_s004,main29_s004_o024,49,front,6,5,True,N,Y,0.016,0.016,-0.4,0.4,N,N,N,1.9198581256849168,4.014989487289005,288.5381147669955,5.227873340171771,0.04887334017177114,0.8178074016984589,-23.82461409189932,-1.624614091899332,-0.6498456367597327,0.7386163746791858,1.059345390380294,1.5771377653318994,0.6972384846211774,-0.32072901570110823,0.3586656119606957,4,4,4,4,99,0.4948453608247423,150,0.2319587628865979,170,0.12886597938144329,136,0.3041237113402062
repeat10_s003,repeat10_s003_o012,45,front,4,3,True,N,Y,-0.078,0.078,1.1,1.1,N,N,N,3.969584644720103,2.9734005626661704,251.1204019393224,3.62481438331768,0.03881438331768017,0.7762876663536034,20.01102300439743,-0.08897699560256456,-0.035590798241025824,0.5494948797996924,0.5673300962262176,0.8012999968524348,0.9685628939039864,-0.01783521642652519,0.3505929485580312,4,4,4,4,137,0.2989690721649485,129,0.3402061855670103,127,0.35051546391752575,137,0.2989690721649485
main29_s024,main29_s024_o151,32,rear,4,3,True,N,Y,0.009,0.009,-1.8,1.8,N,N,N,7.997449157426031,2.9865543568020643,250.86281818585582,2.162765555883286,0.004765555883285977,0.09531111766571954,-9.878726024322646,2.7212739756773487,0.7696925126671718,0.5484116944443257,0.5768107334540492,0.8644354088394041,0.9507654116634328,-0.028399039009723515,0.34779804754563926,4,4,4,4,138,0.2938144329896907,130,0.3350515463917526,130,0.3350515463917526,138,0.2938144329896907
main29_s004,main29_s004_o025,39,rear,6,5,True,N,Y,-0.068,0.068,2.1,2.1,N,N,N,1.9422964805319645,4.006432158981166,288.64084106665473,1.1416148339556063,0.04761483395560617,0.9522966791121235,6.128852902198588,-0.871147097801412,-0.3484588391205648,0.7170399318061828,1.0635632642482469,1.8267042266820483,0.6741864409100332,-0.3465233324420641,0.3474765926633218,5,5,5,5,102,0.47938144329896903,155,0.20618556701030932,171,0.12371134020618557,139,0.28865979381443296
main29_s003,main29_s003_o014,44,front,7,6,True,N,Y,-0.006,0.006,-3.8,3.8,N,N,N,1.9957786654866676,2.9854119423924175,263.322232497892,2.3522126509728962,-0.008787349027103986,-0.1757469805420797,12.49176570856821,2.0917657085682038,0.8367062834272815,0.6045512409615716,0.7530667204806141,1.3977063994632202,0.8027857618986821,-0.14851547951904243,0.34485352662209584,4,4,4,4,127,0.35051546391752575,147,0.24742268041237114,146,0.25257731958762886,140,0.28350515463917525
main29_s009,main29_s009_o055,36,front,6,5,True,N,Y,0.007,0.007,0.5,0.5,N,N,N,3.9489166584438085,2.0173569070247512,66.00241999816394,2.715197938693107,-0.013802061306892988,-0.27604122613785975,-11.950253624523498,1.6497463754764965,0.6598985501905986,0.5057988014375612,0.560143810663926,0.9266624385583286,0.9029802557990404,-0.05434500922636487,0.3242001141050685,3,3,3,3,141,0.27835051546391754,137,0.2989690721649485,133,0.31958762886597936,141,0.27835051546391754
main29_s003,main29_s003_o013,43,front,7,6,True,N,Y,0.013,0.013,-2.5,2.5,N,N,N,1.9793108227846588,2.982677319787819,263.1236431139836,1.4105943024172274,-0.03940569758277257,-0.7881139516554514,25.518428669928426,0.21842866992841437,0.06178095748477597,0.5589903789430132,0.7591844655466676,1.5210725292248681,0.7363037631973933,-0.20019408660365445,0.3177554087651101,5,5,5,5,134,0.31443298969072164,149,0.23711340206185572,153,0.21649484536082475,142,0.2731958762886598
main29_s007,main29_s007_o044,48,front,6,5,True,N,Y,0.007,0.007,-4.8,4.8,N,N,N,2.933107682907319,4.015086515523528,276.7241996898709,4.171452800613127,0.03245280061312705,0.6490560122625411,-15.539713995844409,0.66028600415558,0.264114401662232,0.4954947649670734,0.5620615065509165,0.6855468039347737,0.8815668021951386,-0.06656674158384307,0.31720566884792023,5,5,5,5,145,0.25773195876288657,139,0.28865979381443296,138,0.2938144329896907,143,0.2680412371134021
repeat10_s005,repeat10_s005_o026,38,front,7,6,True,N,Y,-0.051,0.051,-0.9,0.9,N,N,N,4.933058384877575,1.0400224965412934,115.85013771118368,4.691090150343852,-0.016909849656148168,-0.2829559052400031,-3.160918933811246,2.1390810661887656,0.8556324264755062,0.637248339953331,1.0181624266935767,1.5416455343353626,0.6258808253441034,-0.38091408674024574,0.3157567158741313,5,5,5,5,117,0.4020618556701031,160,0.18041237113402064,172,0.11855670103092786,144,0.2628865979381443
main29_s018,main29_s018_o116,55,front,4,3,True,N,Y,-0.018,0.018,2.7,2.7,N,N,N,6.959907093017524,1.1608168387850704,24.21923003931653,3.3554202755635942,0.026420275563594053,0.5284055112718811,14.774342064300782,-0.7256579356992177,-0.29026317427968706,0.42630100556145656,0.35389460819752805,0.40043967818166626,1.2045987581803295,0.07240639736392851,0.3148701553136408,3,3,3,3,154,0.21134020618556704,100,0.4896907216494846,106,0.4587628865979382,145,0.25773195876288657
